,employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
13137,9043,Technology,Male,Individual Contributor,4.0,2.0,191,53,57,0,2018-10-02,2018-12-31,0,
13138,9056,Account/Client Management,Female,Individual Contributor,4.0,3.0,142,14,36,0,2018-10-02,2018-12-31,0,
13139,9057,Technology,Male,Individual Contributor,4.0,2.0,101,3,26,0,2018-04-02,2018-12-31,0,
13140,9060,Technology,Male,Manager,5.0,2.0,342,28,22,0,2018-10-02,2018-12-31,0,
13141,9067,Technology,Female,Individual Contributor,4.0,1.0,124,18,47,0,2018-04-02,2018-12-31,0,
13142,9069,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,5.0,2.0,181,13,41,0,2018-10-02,2018-12-31,0,
13143,9085,Technology,Female,Individual Contributor,4.0,1.0,68,18,42,0,2018-04-02,2018-12-31,0,
13144,9095,Technology,Male,Individual Contributor,5.0,2.0,146,7,28,0,2018-04-02,2018-12-31,0,
13145,9123,Technology,Male,Individual Contributor,4.0,3.0,118,26,39,0,2018-04-02,2018-12-31,0,
13146,9127,Account/Client Management,Female,Individual Contributor,4.0,5.0,61,5,30,0,2018-04-02,2018-12-31,0,
13147,9137,Technology,Male,Executive,5.0,4.0,6076,1,30,0,2018-04-02,2018-12-31,0,
13148,9187,"Corporate Admin (HR, Finance, etc)",Female,Manager,5.0,3.0,185,3,25,0,2018-04-02,2018-12-31,0,
13149,9188,Technology,Male,Individual Contributor,5.0,5.0,180,27,50,0,2018-04-02,2018-12-31,0,
13150,9207,Account/Client Management,Female,Manager,5.0,4.0,291,6,24,0,2018-04-02,2018-12-31,0,
13151,9242,Technology,Male,Manager,4.0,5.0,164,7,28,0,2018-10-02,2018-12-31,0,
13152,9247,Technology,Male,Individual Contributor,4.0,4.0,140,4,25,0,2018-04-02,2018-12-31,0,
13153,9249,Technology,Male,Individual Contributor,4.0,1.0,177,3,30,0,2018-04-02,2018-12-31,0,
13154,9255,Account/Client Management,Female,Manager,4.0,2.0,391,1,25,0,2018-04-02,2018-12-31,0,
13155,9260,Technology,Male,Manager,4.0,3.0,308,6,32,0,2018-04-02,2018-12-31,0,
13156,9265,Account/Client Management,Male,Individual Contributor,5.0,3.0,170,18,47,0,2018-04-02,2018-12-31,0,
13157,9279,Account/Client Management,Female,Individual Contributor,4.0,1.0,164,5,29,0,2018-04-02,2018-12-31,0,
13158,9282,Technology,Female,Senior Leader,5.0,4.0,508,15,42,0,2018-04-02,2018-12-31,0,
13159,9325,Technology,Male,Individual Contributor,4.0,3.0,105,45,31,0,2018-04-02,2018-12-31,0,
13160,9328,Technology,Male,Individual Contributor,5.0,2.0,187,12,41,0,2018-04-02,2018-12-31,0,
13161,9347,Technology,Male,Individual Contributor,4.0,1.0,123,9,35,0,2018-10-02,2018-12-31,0,
13162,9350,"Corporate Admin (HR, Finance, etc)",Male,Manager,5.0,5.0,73,10,39,0,2018-04-02,2018-12-31,0,
13163,9357,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,3.0,153,3,21,0,2018-10-02,2018-12-31,0,
13164,9366,Technology,Female,Individual Contributor,4.0,3.0,86,40,41,0,2018-04-02,2018-12-31,0,
13165,9375,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,5.0,137,44,41,0,2018-04-02,2018-12-31,0,
13166,9389,Technology,Female,Individual Contributor,5.0,1.0,105,6,22,0,2018-10-02,2018-12-31,0,
13167,9402,Technology,Male,Manager,4.0,1.0,341,9,27,0,2018-04-02,2018-12-31,0,
13168,9445,Account/Client Management,Female,Individual Contributor,5.0,4.0,117,48,47,0,2018-04-02,2018-12-31,0,
13169,9448,Technology,Male,Senior Leader,5.0,3.0,796,47,33,0,2018-04-02,2018-12-31,0,
13170,9454,Technology,Female,Individual Contributor,4.0,3.0,143,11,32,0,2018-04-02,2018-12-31,0,
13171,9473,Technology,Male,Manager,4.0,5.0,417,8,34,0,2018-04-02,2018-12-31,0,
13172,9520,Account/Client Management,Female,Senior Leader,5.0,3.0,785,49,24,0,2018-10-02,2018-12-31,0,
13173,9531,Account/Client Management,Male,Manager,4.0,3.0,132,3,24,0,2018-10-02,2018-12-31,0,
13174,9538,Technology,Female,Individual Contributor,4.0,4.0,72,27,21,0,2018-04-02,2018-12-31,0,
13175,9542,Technology,Male,Manager,4.0,5.0,280,9,31,0,2018-04-02,2018-12-31,0,
13176,9544,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,5.0,1.0,141,10,36,0,2018-10-02,2018-12-31,0,
13177,9559,Technology,Female,Individual Contributor,5.0,5.0,101,35,28,0,2018-10-02,2018-12-31,0,
13178,9570,Account/Client Management,Male,Manager,5.0,1.0,297,25,24,0,2018-10-02,2018-12-31,0,
13179,9575,Technology,Female,Individual Contributor,4.0,2.0,198,12,36,0,2018-10-02,2018-12-31,0,
13180,9593,Account/Client Management,Male,Manager,4.0,1.0,297,16,42,0,2018-04-02,2018-12-31,0,
13181,9643,Technology,Female,Manager,4.0,5.0,102,1,30,0,2018-04-02,2018-12-31,0,
13182,9673,Technology,Male,Manager,5.0,3.0,217,3,31,0,2018-04-02,2018-12-31,0,
13183,9682,Technology,Female,Individual Contributor,4.0,2.0,143,9,38,0,2018-04-02,2018-12-31,0,
13184,9702,Account/Client Management,Male,Individual Contributor,5.0,3.0,93,9,36,0,2018-04-02,2018-12-31,0,
13185,9708,Account/Client Management,Male,Individual Contributor,5.0,2.0,111,50,48,0,2018-04-02,2018-12-31,0,
13186,9715,Technology,Male,Individual Contributor,4.0,2.0,175,37,60,0,2018-04-02,2018-12-31,0,
13187,9720,Technology,Male,Individual Contributor,4.0,2.0,86,8,37,0,2018-04-02,2018-12-31,0,
13188,9773,Account/Client Management,Female,Individual Contributor,4.0,2.0,199,15,43,0,2018-04-02,2018-12-31,0,
13189,9792,Technology,Male,Individual Contributor,5.0,3.0,160,2,24,0,2018-04-02,2018-12-31,0,
13190,9796,Account/Client Management,Male,Manager,4.0,1.0,349,25,26,0,2018-10-02,2018-12-31,0,
13191,9802,Technology,Male,Individual Contributor,4.0,1.0,99,17,25,0,2018-04-02,2018-12-31,0,
13192,9814,Account/Client Management,Male,Individual Contributor,5.0,1.0,141,49,41,0,2018-10-02,2018-12-31,0,
13193,9835,Technology,Female,Individual Contributor,4.0,5.0,190,10,36,0,2018-10-02,2018-12-31,0,
13194,9842,Technology,Female,Individual Contributor,4.0,2.0,166,32,27,0,2018-04-02,2018-12-31,0,
13195,9848,Technology,Male,Manager,5.0,1.0,191,34,37,0,2018-10-02,2018-12-31,0,
13196,9851,Technology,Male,Manager,4.0,5.0,353,5,28,0,2018-04-02,2018-12-31,0,
13197,9861,Technology,Male,Individual Contributor,4.0,5.0,163,24,35,0,2018-04-02,2018-12-31,0,
13198,9878,Account/Client Management,Male,Senior Leader,5.0,2.0,766,18,21,0,2018-04-02,2018-12-31,0,
13199,9902,Technology,Female,Manager,5.0,4.0,131,6,35,0,2018-10-02,2018-12-31,0,
13200,9903,Technology,Female,Individual Contributor,4.0,5.0,196,1,28,0,2018-10-02,2018-12-31,0,
13201,9913,Technology,Male,Individual Contributor,5.0,3.0,107,29,57,0,2018-10-02,2018-12-31,0,
13202,9927,Account/Client Management,Male,Senior Leader,5.0,5.0,492,19,34,0,2018-10-02,2018-12-31,0,
13203,9933,Account/Client Management,Male,Senior Leader,5.0,3.0,576,45,21,0,2018-04-02,2018-12-31,0,
13204,9937,Technology,Male,Individual Contributor,4.0,1.0,122,2,25,0,2018-04-02,2018-12-31,0,
13205,9946,Technology,Female,Individual Contributor,4.0,2.0,153,5,33,0,2018-04-02,2018-12-31,0,
13206,9953,Technology,Male,Individual Contributor,4.0,2.0,35,9,36,0,2018-04-02,2018-12-31,0,
13207,9966,Technology,Male,Individual Contributor,5.0,2.0,119,22,29,0,2018-04-02,2018-12-31,0,
13208,9969,Account/Client Management,Female,Individual Contributor,5.0,2.0,199,6,33,0,2018-04-02,2018-12-31,0,
13209,9996,Technology,Male,Individual Contributor,4.0,3.0,111,49,28,0,2018-04-02,2018-12-31,0,
13210,10006,Account/Client Management,Female,Manager,5.0,2.0,307,13,32,0,2018-04-02,2018-12-31,0,
13211,10029,Technology,Male,Senior Leader,5.0,4.0,616,4,25,0,2018-04-02,2018-12-31,0,
13212,10044,Technology,Male,Manager,4.0,2.0,185,6,27,0,2018-04-02,2018-12-31,0,
13213,10061,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,5.0,156,1,28,0,2018-04-02,2018-12-31,0,
13214,10068,Technology,Male,Senior Leader,4.0,3.0,160,1,29,0,2018-04-02,2018-12-31,0,
13215,10084,Account/Client Management,Female,Individual Contributor,4.0,4.0,140,14,42,0,2018-10-02,2018-12-31,0,
13216,10095,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,2.0,193,51,57,0,2018-04-02,2018-12-31,0,
13217,10099,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,5.0,4.0,1283,30,54,0,2018-04-02,2018-12-31,0,
13218,10122,Technology,Male,Individual Contributor,4.0,3.0,152,35,32,0,2018-04-02,2018-12-31,0,
13219,10134,Technology,Female,Individual Contributor,5.0,3.0,151,2,30,0,2018-10-02,2018-12-31,0,
13220,10166,Technology,Female,Individual Contributor,4.0,3.0,66,7,34,0,2018-04-02,2018-12-31,0,
13221,10226,Technology,Male,Individual Contributor,4.0,5.0,185,15,31,0,2018-04-02,2018-12-31,0,
13222,10232,Technology,Male,Individual Contributor,4.0,1.0,79,26,29,0,2018-04-02,2018-12-31,0,
13223,10258,Technology,Male,Manager,4.0,3.0,154,5,30,0,2018-04-02,2018-12-31,0,
13224,10265,Technology,Male,Individual Contributor,3.0,1.0,155,5,31,0,2018-04-02,2018-12-31,0,
13225,10279,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,2.0,369,4,26,0,2018-04-02,2018-12-31,0,
13226,10286,Account/Client Management,Female,Individual Contributor,5.0,3.0,81,12,25,0,2018-04-02,2018-12-31,0,
13227,10309,Technology,Female,Manager,4.0,3.0,346,5,28,0,2018-10-02,2018-12-31,0,
13228,10313,Account/Client Management,Male,Senior Leader,5.0,4.0,730,34,51,0,2018-10-02,2018-12-31,0,
13229,10319,Technology,Female,Individual Contributor,4.0,5.0,158,56,40,0,2018-04-02,2018-12-31,0,
13230,10341,Technology,Male,Manager,4.0,5.0,233,6,28,0,2018-04-02,2018-12-31,0,
13231,10352,Account/Client Management,Male,Senior Leader,5.0,4.0,1262,38,51,0,2018-04-02,2018-12-31,0,
13232,10374,Technology,Male,Individual Contributor,4.0,2.0,105,44,50,0,2018-04-02,2018-12-31,0,
13233,10375,Technology,Male,Individual Contributor,4.0,2.0,122,57,32,0,2018-04-02,2018-12-31,0,
13234,10377,Technology,Female,Individual Contributor,4.0,2.0,187,39,37,0,2018-04-02,2018-12-31,0,
13235,10392,Technology,Female,Manager,5.0,3.0,248,8,34,0,2018-04-02,2018-12-31,0,
13236,10435,Technology,Male,Individual Contributor,4.0,4.0,136,3,28,0,2018-04-02,2018-12-31,0,
13237,10462,Technology,Male,Manager,4.0,2.0,301,26,35,0,2018-04-02,2018-12-31,0,
13238,10466,Account/Client Management,Male,Manager,5.0,2.0,174,6,27,0,2018-04-02,2018-12-31,0,
13239,10472,Technology,Male,Manager,5.0,5.0,149,4,31,0,2018-10-02,2018-12-31,0,
13240,10477,Technology,Male,Individual Contributor,3.0,1.0,49,9,35,0,2018-10-02,2018-12-31,0,
13241,10482,Account/Client Management,Male,Individual Contributor,3.0,2.0,143,14,36,0,2018-10-02,2018-12-31,0,
13242,10484,Account/Client Management,Female,Senior Leader,5.0,4.0,499,41,22,0,2018-10-02,2018-12-31,0,
13243,10510,Technology,Female,Manager,5.0,1.0,177,4,26,0,2018-04-02,2018-12-31,0,
13244,10514,Technology,Male,Individual Contributor,5.0,5.0,187,9,30,0,2018-10-02,2018-12-31,0,
13245,10532,Technology,Male,Senior Leader,5.0,4.0,523,43,33,0,2018-10-02,2018-12-31,0,
13246,10535,Technology,Male,Individual Contributor,4.0,2.0,195,37,58,0,2018-04-02,2018-12-31,0,
13247,10561,Technology,Female,Senior Leader,5.0,2.0,604,19,26,0,2018-04-02,2018-12-31,0,
13248,10600,Technology,Female,Individual Contributor,4.0,5.0,176,19,42,0,2018-04-02,2018-12-31,0,
13249,10613,Technology,Female,Individual Contributor,4.0,3.0,186,43,36,0,2018-04-02,2018-12-31,0,
13250,10615,Technology,Female,Individual Contributor,5.0,2.0,196,18,46,0,2018-04-02,2018-12-31,0,
13251,10623,Technology,Male,Individual Contributor,4.0,2.0,130,57,53,0,2018-04-02,2018-12-31,0,
13252,10640,Technology,Male,Manager,4.0,4.0,222,8,36,0,2018-04-02,2018-12-31,0,
13253,10642,Technology,Female,Manager,5.0,3.0,276,3,31,0,2018-04-02,2018-12-31,0,
13254,10658,Technology,Male,Manager,4.0,4.0,449,5,26,0,2018-10-02,2018-12-31,0,
13255,10666,Account/Client Management,Male,Individual Contributor,4.0,2.0,159,34,50,0,2018-10-02,2018-12-31,0,
13256,10672,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,5.0,136,9,30,0,2018-10-02,2018-12-31,0,
13257,10674,Technology,Male,Senior Leader,5.0,4.0,1153,12,40,0,2018-04-02,2018-12-31,0,
13258,10686,Technology,Female,Senior Leader,5.0,5.0,939,5,26,0,2018-10-02,2018-12-31,0,
13259,10701,Technology,Male,Individual Contributor,5.0,2.0,177,12,34,0,2018-04-02,2018-12-31,0,
13260,10715,Technology,Male,Manager,5.0,5.0,173,20,41,0,2018-10-02,2018-12-31,0,
13261,10747,Account/Client Management,Female,Individual Contributor,5.0,2.0,180,4,28,0,2018-10-02,2018-12-31,0,
13262,10755,Technology,Male,Individual Contributor,5.0,2.0,162,4,26,0,2018-04-02,2018-12-31,0,
13263,10764,Account/Client Management,Male,Individual Contributor,4.0,1.0,197,38,62,0,2018-10-02,2018-12-31,0,
13264,10799,Technology,Male,Senior Leader,5.0,4.0,800,43,39,0,2018-04-02,2018-12-31,0,
13265,10841,Technology,Male,Individual Contributor,4.0,4.0,120,8,33,0,2018-04-02,2018-12-31,0,
13266,10850,Technology,Female,Senior Leader,4.0,4.0,1401,16,27,0,2018-04-02,2018-12-31,0,
13267,10860,Account/Client Management,Female,Individual Contributor,4.0,4.0,190,8,36,0,2018-04-02,2018-12-31,0,
13268,10883,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,2.0,373,8,29,0,2018-10-02,2018-12-31,0,
13269,10914,Account/Client Management,Female,Individual Contributor,4.0,1.0,129,5,30,0,2018-04-02,2018-12-31,0,
13270,10923,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,5.0,5.0,722,34,25,0,2018-10-02,2018-12-31,0,
13271,10942,Technology,Male,Individual Contributor,4.0,4.0,181,14,37,0,2018-04-02,2018-12-31,0,
13272,10957,Account/Client Management,Female,Senior Leader,5.0,3.0,817,2,27,0,2018-04-02,2018-12-31,0,
13273,10996,Technology,Male,Individual Contributor,4.0,1.0,40,6,35,0,2018-04-02,2018-12-31,0,
13274,10998,Technology,Male,Individual Contributor,4.0,2.0,71,6,32,0,2018-04-02,2018-12-31,0,
13275,11018,Technology,Female,Individual Contributor,5.0,2.0,140,54,35,0,2018-10-02,2018-12-31,0,
13276,11028,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,4.0,4.0,64,58,36,0,2018-04-02,2018-12-31,0,
13277,11032,Account/Client Management,Male,Individual Contributor,5.0,4.0,177,41,60,0,2018-04-02,2018-12-31,0,
13278,11056,Technology,Male,Individual Contributor,4.0,2.0,151,56,31,0,2018-04-02,2018-12-31,0,
13279,11063,Technology,Female,Manager,4.0,2.0,247,20,46,0,2018-04-02,2018-12-31,0,
13280,11100,Account/Client Management,Male,Individual Contributor,5.0,2.0,197,52,64,0,2018-04-02,2018-12-31,0,
13281,11101,Technology,Female,Manager,4.0,3.0,128,8,34,0,2018-04-02,2018-12-31,0,
13282,11114,Technology,Female,Manager,5.0,1.0,173,4,32,0,2018-04-02,2018-12-31,0,
13283,11116,Technology,Male,Manager,5.0,5.0,317,17,41,0,2018-04-02,2018-12-31,0,
13284,11123,Technology,Male,Executive,5.0,4.0,3698,20,35,0,2018-04-02,2018-12-31,0,
13285,11130,Account/Client Management,Male,Manager,4.0,3.0,312,22,50,0,2018-10-02,2018-12-31,0,
13286,11140,Technology,Male,Individual Contributor,5.0,2.0,166,56,39,0,2018-04-02,2018-12-31,0,
13287,11148,Technology,Male,Manager,4.0,2.0,127,49,31,0,2018-04-02,2018-12-31,0,
13288,11152,Technology,Male,Individual Contributor,4.0,4.0,68,43,53,0,2018-04-02,2018-12-31,0,
13289,11196,Technology,Female,Manager,5.0,3.0,219,2,23,0,2018-04-02,2018-12-31,0,
13290,11224,Technology,Male,Individual Contributor,4.0,2.0,109,28,37,0,2018-04-02,2018-12-31,0,
13291,11243,Technology,Male,Senior Leader,5.0,4.0,650,10,37,0,2018-10-02,2018-12-31,0,
13292,11246,Technology,Male,Individual Contributor,5.0,3.0,94,25,35,0,2018-10-02,2018-12-31,0,
13293,11247,Technology,Male,Individual Contributor,5.0,1.0,101,26,49,0,2018-10-02,2018-12-31,0,
13294,11263,Technology,Male,Manager,4.0,5.0,281,2,25,0,2018-04-02,2018-12-31,0,
13295,11264,Technology,Male,Individual Contributor,5.0,5.0,196,54,63,0,2018-10-02,2018-12-31,0,
13296,11275,Technology,Male,Individual Contributor,4.0,3.0,112,14,41,0,2018-04-02,2018-12-31,0,
13297,11286,Account/Client Management,Female,Manager,5.0,1.0,278,6,29,0,2018-10-02,2018-12-31,0,
13298,11294,Technology,Female,Individual Contributor,5.0,4.0,109,14,36,0,2018-04-02,2018-12-31,0,
13299,11296,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,4.0,291,25,50,0,2018-04-02,2018-12-31,0,
13300,11303,Technology,Female,Individual Contributor,5.0,1.0,182,3,27,0,2018-10-02,2018-12-31,0,
13301,11337,Account/Client Management,Female,Individual Contributor,5.0,5.0,143,33,54,0,2018-04-02,2018-12-31,0,
13302,11351,Technology,Female,Individual Contributor,3.0,5.0,181,59,49,0,2018-10-02,2018-12-31,0,
13303,11386,Technology,Female,Individual Contributor,4.0,2.0,137,21,49,0,2018-04-02,2018-12-31,0,
13304,11416,Account/Client Management,Male,Manager,4.0,2.0,75,4,32,0,2018-04-02,2018-12-31,0,
13305,11419,Account/Client Management,Male,Individual Contributor,4.0,2.0,65,14,42,0,2018-10-02,2018-12-31,0,
13306,11434,Technology,Female,Individual Contributor,4.0,3.0,179,7,32,0,2018-10-02,2018-12-31,0,
13307,11445,Technology,Female,Manager,4.0,1.0,395,7,34,0,2018-04-02,2018-12-31,0,
13308,11457,Technology,Female,Individual Contributor,5.0,2.0,73,19,25,0,2018-04-02,2018-12-31,0,
13309,11484,Technology,Female,Individual Contributor,4.0,5.0,162,9,34,0,2018-04-02,2018-12-31,0,
13310,11510,Technology,Male,Individual Contributor,4.0,2.0,146,2,24,0,2018-04-02,2018-12-31,0,
13311,11516,Technology,Male,Individual Contributor,4.0,3.0,159,12,41,0,2018-04-02,2018-12-31,0,
13312,11531,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,3.0,86,28,39,0,2018-10-02,2018-12-31,0,
13313,11559,Technology,Female,Manager,4.0,1.0,318,6,32,0,2018-04-02,2018-12-31,0,
13314,11580,Account/Client Management,Female,Executive,5.0,4.0,681,17,45,0,2018-04-02,2018-12-31,0,
13315,11608,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,5.0,4.0,703,12,39,0,2018-10-02,2018-12-31,0,
13316,11609,Technology,Female,Manager,4.0,4.0,328,28,51,0,2018-04-02,2018-12-31,0,
13317,11639,Technology,Female,Individual Contributor,5.0,5.0,53,27,51,0,2018-04-02,2018-12-31,0,
13318,11644,Account/Client Management,Male,Individual Contributor,4.0,1.0,112,11,26,0,2018-04-02,2018-12-31,0,
13319,11650,Technology,Female,Manager,4.0,5.0,142,26,35,0,2018-04-02,2018-12-31,0,
13320,11677,Technology,Female,Executive,5.0,5.0,615,13,41,0,2018-10-02,2018-12-31,0,
13321,11683,Technology,Male,Individual Contributor,4.0,2.0,68,3,28,0,2018-04-02,2018-12-31,0,
13322,11689,Technology,Female,Manager,4.0,4.0,209,8,33,0,2018-04-02,2018-12-31,0,
13323,11731,Account/Client Management,Female,Manager,5.0,2.0,271,6,21,0,2018-10-02,2018-12-31,0,
13324,11738,Technology,Male,Individual Contributor,4.0,3.0,64,3,26,0,2018-04-02,2018-12-31,0,
13325,11745,Technology,Female,Manager,4.0,4.0,129,18,44,0,2018-04-02,2018-12-31,0,
13326,11761,Technology,Female,Individual Contributor,5.0,2.0,77,8,24,0,2018-04-02,2018-12-31,0,
13327,11800,"Corporate Admin (HR, Finance, etc)",Male,Manager,5.0,4.0,244,24,45,0,2018-10-02,2018-12-31,0,
13328,11808,Technology,Male,Individual Contributor,4.0,3.0,140,3,21,0,2018-04-02,2018-12-31,0,
13329,11817,Technology,Male,Individual Contributor,4.0,5.0,138,50,64,0,2018-04-02,2018-12-31,0,
13330,11832,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,5.0,2.0,181,13,37,0,2018-04-02,2018-12-31,0,
13331,11841,Technology,Female,Individual Contributor,3.0,2.0,37,4,28,0,2018-10-02,2018-12-31,0,
13332,11846,"Corporate Admin (HR, Finance, etc)",Female,Manager,5.0,2.0,125,59,58,0,2018-04-02,2018-12-31,0,
13333,11866,Technology,Female,Manager,5.0,1.0,427,8,27,0,2018-04-02,2018-12-31,0,
13334,11881,Account/Client Management,Male,Manager,4.0,1.0,272,14,36,0,2018-10-02,2018-12-31,0,
13335,11908,Technology,Male,Individual Contributor,5.0,3.0,158,47,34,0,2018-04-02,2018-12-31,0,
13336,11923,Technology,Male,Individual Contributor,5.0,5.0,90,15,36,0,2018-04-02,2018-12-31,0,
13337,11931,Technology,Male,Individual Contributor,5.0,2.0,170,2,26,0,2018-10-02,2018-12-31,0,
13338,11937,Technology,Male,Individual Contributor,4.0,1.0,169,4,31,0,2018-10-02,2018-12-31,0,
13339,11956,"Corporate Admin (HR, Finance, etc)",Female,Manager,4.0,1.0,229,15,21,0,2018-10-02,2018-12-31,0,
13340,11960,"Corporate Admin (HR, Finance, etc)",Male,Manager,4.0,1.0,189,18,40,0,2018-04-02,2018-12-31,0,
13341,11994,Account/Client Management,Female,Senior Leader,5.0,4.0,775,9,37,0,2018-04-02,2018-12-31,0,
13342,12002,Technology,Female,Individual Contributor,4.0,2.0,154,53,41,0,2018-04-02,2018-12-31,0,
13343,12021,Technology,Male,Individual Contributor,4.0,2.0,149,14,29,0,2018-04-02,2018-12-31,0,
13344,12023,Account/Client Management,Male,Individual Contributor,4.0,1.0,138,38,34,0,2018-04-02,2018-12-31,0,
13345,12031,Technology,Male,Executive,5.0,4.0,5661,38,59,0,2018-10-02,2018-12-31,0,
13346,12035,Technology,Male,Senior Leader,4.0,2.0,150,29,56,0,2018-10-02,2018-12-31,0,
13347,12039,Technology,Male,Individual Contributor,5.0,3.0,139,14,38,0,2018-10-02,2018-12-31,0,
13348,12047,Account/Client Management,Male,Manager,4.0,5.0,407,5,26,0,2018-04-02,2018-12-31,0,
13349,12058,Account/Client Management,Female,Individual Contributor,5.0,2.0,112,58,42,0,2018-04-02,2018-12-31,0,
13350,12067,Technology,Male,Individual Contributor,5.0,3.0,78,1,26,0,2018-04-02,2018-12-31,0,
13351,12068,Technology,Male,Senior Leader,5.0,3.0,661,12,31,0,2018-10-02,2018-12-31,0,
13352,12092,Technology,Female,Individual Contributor,4.0,2.0,98,7,33,0,2018-10-02,2018-12-31,0,
13353,12100,Technology,Male,Individual Contributor,3.0,1.0,110,19,34,0,2018-04-02,2018-12-31,0,
13354,12101,Technology,Female,Individual Contributor,5.0,4.0,191,7,28,0,2018-04-02,2018-12-31,0,
13355,12112,Technology,Female,Manager,4.0,4.0,338,8,37,0,2018-04-02,2018-12-31,0,
13356,12158,Technology,Male,Manager,4.0,5.0,200,28,34,0,2018-10-02,2018-12-31,0,
13357,12160,Technology,Male,Individual Contributor,3.0,5.0,71,8,33,0,2018-10-02,2018-12-31,0,
13358,12173,Account/Client Management,Male,Individual Contributor,4.0,4.0,72,3,32,0,2018-04-02,2018-12-31,0,
13359,12194,Technology,Female,Senior Leader,5.0,4.0,809,33,43,0,2018-04-02,2018-12-31,0,
13360,12195,Technology,Male,Individual Contributor,5.0,2.0,133,51,29,0,2018-04-02,2018-12-31,0,
13361,12227,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,4.0,5.0,68,46,51,0,2018-10-02,2018-12-31,0,
13362,12264,Technology,Male,Individual Contributor,4.0,2.0,43,6,35,0,2018-04-02,2018-12-31,0,
13363,12268,Technology,Male,Manager,4.0,3.0,284,24,42,0,2018-04-02,2018-12-31,0,
13364,12286,Account/Client Management,Male,Manager,5.0,5.0,201,22,49,0,2018-10-02,2018-12-31,0,
13365,12297,Technology,Male,Manager,4.0,2.0,328,6,30,0,2018-10-02,2018-12-31,0,
13366,12316,Technology,Male,Individual Contributor,4.0,2.0,189,6,32,0,2018-10-02,2018-12-31,0,
13367,12317,Account/Client Management,Female,Senior Leader,5.0,4.0,501,47,50,0,2018-04-02,2018-12-31,0,
13368,12320,Technology,Female,Individual Contributor,5.0,2.0,133,45,52,0,2018-04-02,2018-12-31,0,
13369,12324,Technology,Male,Individual Contributor,5.0,3.0,122,26,48,0,2018-10-02,2018-12-31,0,
13370,12335,Technology,Male,Individual Contributor,3.0,5.0,158,5,27,0,2018-04-02,2018-12-31,0,
13371,12353,Technology,Male,Individual Contributor,5.0,1.0,185,47,21,0,2018-04-02,2018-12-31,0,
13372,12359,Technology,Female,Individual Contributor,5.0,3.0,144,6,35,0,2018-10-02,2018-12-31,0,
13373,12375,Technology,Male,Senior Leader,5.0,4.0,589,13,38,0,2018-10-02,2018-12-31,0,
13374,12391,Technology,Male,Individual Contributor,5.0,1.0,175,48,58,0,2018-04-02,2018-12-31,0,
13375,12416,Technology,Female,Manager,5.0,4.0,339,20,29,0,2018-04-02,2018-12-31,0,
13376,12476,Technology,Male,Individual Contributor,5.0,3.0,120,16,21,0,2018-04-02,2018-12-31,0,
13377,12478,"Corporate Admin (HR, Finance, etc)",Male,Manager,5.0,2.0,203,16,37,0,2018-04-02,2018-12-31,0,
13378,12480,Technology,Male,Individual Contributor,4.0,4.0,198,10,37,0,2018-04-02,2018-12-31,0,
13379,12495,Technology,Male,Manager,5.0,3.0,141,3,24,0,2018-04-02,2018-12-31,0,
13380,12506,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,,,44,0,49,0,2018-01-05,2018-12-31,0,
13381,12511,Technology,Female,Individual Contributor,,,189,0,56,0,2018-03-24,2018-12-18,1,2018-12-18 00:00:00
13382,12514,Account/Client Management,Female,Individual Contributor,,,55,0,61,0,2018-08-19,2018-12-31,0,
13383,12525,Technology,Male,Manager,,,171,0,37,0,2018-10-26,2018-12-31,0,
13384,12533,Account/Client Management,Male,Senior Leader,,,483,0,32,0,2018-01-14,2018-12-31,0,
13385,12540,Technology,Male,Individual Contributor,,,143,0,36,0,2018-08-28,2018-12-31,0,
13386,12541,Technology,Male,Individual Contributor,,,166,0,59,0,2018-09-18,2018-12-31,0,
13387,12543,Technology,Male,Individual Contributor,,,66,0,48,0,2018-04-10,2018-12-31,0,
13388,12544,Account/Client Management,Male,Manager,,,184,0,45,0,2018-07-16,2018-12-31,0,
13389,12567,Account/Client Management,Male,Executive,,,4637,0,59,0,2018-04-08,2018-12-31,0,
