employee_id,department,gender,job_level,performance_rating,engagement,salary_thousands,tenure_years,age_years,promotion_indicator,record_start_date,record_end_date,termination_indicator,termination_date
15530,Technology,Male,Individual Contributor,,,97,0,41,0,7/27/2018,12/31/2018,0,
15545,Account/Client Management,Female,Individual Contributor,,,171,0,60,0,11/2/2018,12/31/2018,0,
15547,Account/Client Management,Female,Manager,,,430,0,36,0,4/5/2018,12/31/2018,0,
15560,Account/Client Management,Female,Individual Contributor,,,90,0,28,0,7/17/2018,12/31/2018,0,
15567,Technology,Male,Manager,,,207,0,64,0,7/26/2018,12/31/2018,0,
15581,Technology,Female,Individual Contributor,,,171,0,64,0,5/7/2018,12/31/2018,0,
15583,Technology,Male,Individual Contributor,,,81,0,53,0,4/7/2018,12/31/2018,0,
15587,Account/Client Management,Female,Manager,,,447,0,49,0,5/13/2018,12/31/2018,0,
15592,Account/Client Management,Male,Individual Contributor,,,108,0,24,0,4/16/2018,12/31/2018,0,
15597,Account/Client Management,Male,Individual Contributor,,,172,0,41,0,1/2/2018,12/31/2018,0,
15598,Technology,Female,Senior Leader,,,999,0,58,0,2/16/2018,12/31/2018,0,
15605,Technology,Female,Manager,,,126,0,48,0,9/19/2018,12/31/2018,0,
15613,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,,,525,0,42,0,4/26/2018,12/31/2018,0,
15620,Technology,Female,Executive,,,1126,0,46,0,7/13/2018,10/10/2018,1,10/10/2018 0:00
15624,Technology,Male,Individual Contributor,,,186,0,53,0,10/31/2018,12/31/2018,0,
15631,Technology,Male,Individual Contributor,,,146,0,44,0,11/5/2018,12/31/2018,0,
15635,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,,,81,0,41,0,5/20/2018,8/8/2018,1,8/8/2018 0:00
15639,Technology,Male,Manager,,,278,0,64,0,7/12/2018,12/31/2018,0,
15643,Technology,Male,Individual Contributor,,,116,0,32,0,9/16/2018,11/9/2018,1,11/9/2018 0:00
15648,Technology,Male,Senior Leader,,,878,0,51,0,2/9/2018,12/31/2018,0,
15652,Technology,Male,Individual Contributor,,,88,0,22,0,1/17/2018,12/31/2018,0,
15667,Account/Client Management,Female,Individual Contributor,,,142,0,40,0,10/23/2018,12/31/2018,0,
15689,Account/Client Management,Male,Manager,,,220,0,29,0,5/6/2018,12/31/2018,0,
15692,Account/Client Management,Male,Individual Contributor,,,111,0,60,0,6/12/2018,12/31/2018,0,
15698,Technology,Female,Manager,,,304,0,25,0,6/19/2018,12/31/2018,0,
15699,Technology,Female,Manager,,,246,0,49,0,11/25/2018,12/31/2018,0,
15700,Technology,Female,Individual Contributor,,,171,0,49,0,8/25/2018,12/31/2018,0,
15701,Account/Client Management,Female,Individual Contributor,,,100,0,49,0,7/4/2018,12/31/2018,0,
15711,Technology,Female,Individual Contributor,,,157,0,62,0,8/20/2018,12/31/2018,0,
15735,"Corporate Admin (HR, Finance, etc)",Female,Manager,,,338,0,60,0,3/10/2018,12/31/2018,0,
15738,Account/Client Management,Female,Executive,,,2379,0,52,0,1/16/2018,12/31/2018,0,
15741,Technology,Male,Individual Contributor,,,73,0,37,0,4/24/2018,12/31/2018,0,
15742,Account/Client Management,Male,Manager,,,331,0,38,0,8/8/2018,12/31/2018,0,
15743,Technology,Male,Individual Contributor,,,97,0,37,0,6/12/2018,12/31/2018,0,
15746,Technology,Male,Senior Leader,,,519,0,63,0,9/14/2018,12/31/2018,0,
15747,Account/Client Management,Female,Individual Contributor,,,125,0,41,0,7/10/2018,8/30/2018,1,8/30/2018 0:00
15766,Technology,Female,Individual Contributor,,,135,0,55,0,3/29/2018,12/31/2018,0,
15767,Technology,Male,Individual Contributor,,,118,0,54,0,1/8/2018,6/29/2018,1,6/29/2018 0:00
15768,Technology,Female,Manager,,,176,0,29,0,3/13/2018,12/31/2018,0,
15771,Technology,Female,Individual Contributor,,,154,0,44,0,9/16/2018,12/31/2018,0,
15772,Technology,Male,Manager,,,269,0,64,0,5/27/2018,12/31/2018,0,
15774,Technology,Male,Individual Contributor,,,166,0,25,0,7/29/2018,12/31/2018,0,
15784,Account/Client Management,Female,Individual Contributor,,,178,0,40,0,6/24/2018,12/31/2018,0,
15788,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,,,795,0,30,0,2/2/2018,12/31/2018,0,
15789,Account/Client Management,Female,Individual Contributor,,,87,0,51,0,7/29/2018,12/31/2018,0,
15791,Technology,Male,Individual Contributor,,,126,0,38,0,9/7/2018,12/31/2018,0,
15812,Technology,Male,Individual Contributor,,,78,0,29,0,11/6/2018,12/31/2018,0,
15821,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,,,65,0,21,0,1/25/2018,12/31/2018,0,
15823,Technology,Male,Individual Contributor,,,60,0,29,0,11/28/2018,12/31/2018,0,
15825,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,,,102,0,58,0,4/13/2018,12/31/2018,0,
15835,Technology,Male,Individual Contributor,,,109,0,47,0,7/26/2018,12/31/2018,0,
15840,Account/Client Management,Male,Executive,,,10246,0,35,0,6/19/2018,12/31/2018,0,
15862,Technology,Female,Manager,,,372,0,22,0,4/10/2018,12/31/2018,0,
15869,Technology,Male,Individual Contributor,,,64,0,21,0,4/23/2018,12/31/2018,0,
15873,Technology,Male,Executive,,,5475,0,38,0,7/25/2018,12/31/2018,0,
15882,Technology,Male,Individual Contributor,,,39,0,32,0,7/7/2018,12/31/2018,0,
15893,Account/Client Management,Male,Manager,,,178,0,27,0,4/9/2018,12/31/2018,0,
15898,Technology,Female,Executive,,,710,0,32,0,2/1/2018,12/31/2018,0,
15907,Account/Client Management,Female,Manager,,,213,0,55,0,5/26/2018,12/31/2018,0,
15919,Technology,Male,Senior Leader,,,688,0,23,0,6/2/2018,12/31/2018,0,
15921,Technology,Male,Manager,,,245,0,52,0,9/26/2018,12/31/2018,0,
15939,Account/Client Management,Female,Manager,,,282,0,53,0,6/2/2018,12/31/2018,0,
15953,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,,,116,0,46,0,7/11/2018,12/31/2018,0,
15955,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,,,622,0,42,0,9/19/2018,12/31/2018,0,
15958,Account/Client Management,Male,Individual Contributor,,,67,0,54,0,7/31/2018,12/31/2018,0,
15964,Account/Client Management,Female,Individual Contributor,,,106,0,26,0,4/25/2018,6/5/2018,1,6/5/2018 0:00
16000,Technology,Female,Individual Contributor,,,193,0,36,0,7/10/2018,12/31/2018,0,
16014,Account/Client Management,Male,Individual Contributor,,,42,0,60,0,4/7/2018,12/31/2018,0,
16043,Account/Client Management,Male,Manager,,,257,0,63,0,6/9/2018,12/31/2018,0,
16046,Technology,Male,Individual Contributor,,,173,0,28,0,7/6/2018,12/31/2018,0,
16060,Technology,Male,Senior Leader,,,544,0,45,0,9/15/2018,12/31/2018,0,
16070,Account/Client Management,Female,Individual Contributor,,,171,0,49,0,9/17/2018,12/31/2018,0,
16071,Technology,Male,Manager,,,265,0,22,0,5/6/2018,12/31/2018,0,
16086,Account/Client Management,Male,Individual Contributor,,,146,0,48,0,8/2/2018,12/31/2018,0,
16101,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,,,57,0,54,0,2/2/2018,12/28/2018,1,12/28/2018 0:00
16106,Account/Client Management,Female,Individual Contributor,,,193,0,56,0,2/2/2018,8/1/2018,1,8/1/2018 0:00
16110,Technology,Female,Manager,,,303,0,25,0,9/20/2018,12/31/2018,0,
16118,Technology,Male,Manager,,,191,0,62,0,9/20/2018,12/31/2018,0,
16124,Technology,Female,Individual Contributor,,,154,0,33,0,3/19/2018,12/31/2018,0,
16126,Technology,Male,Executive,,,5380,0,60,0,8/11/2018,12/14/2018,1,12/14/2018 0:00
16150,Account/Client Management,Male,Individual Contributor,,,134,0,31,0,9/15/2018,12/31/2018,0,
16151,Technology,Male,Individual Contributor,,,178,0,31,0,8/8/2018,12/31/2018,0,
16152,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,,,162,0,31,0,10/16/2018,12/31/2018,0,
16165,Technology,Male,Individual Contributor,,,151,0,63,0,11/25/2018,12/31/2018,0,
16173,Account/Client Management,Male,Individual Contributor,,,150,0,36,0,9/11/2018,12/31/2018,0,
16185,Technology,Male,Manager,,,310,0,41,0,3/13/2018,12/31/2018,0,
16199,Account/Client Management,Female,Executive,,,10773,0,35,0,1/28/2018,12/31/2018,0,
16203,Technology,Male,Manager,,,363,0,47,0,3/23/2018,12/31/2018,0,
16204,Technology,Male,Manager,,,297,0,57,0,8/16/2018,12/31/2018,0,
16212,Technology,Female,Manager,,,305,0,41,0,3/4/2018,12/31/2018,0,
16214,Technology,Male,Individual Contributor,,,97,0,49,0,6/30/2018,12/31/2018,0,
16215,Technology,Female,Individual Contributor,,,116,0,48,0,10/26/2018,12/31/2018,0,
16228,Technology,Female,Individual Contributor,,,88,0,23,0,9/12/2018,12/31/2018,0,
16230,Account/Client Management,Male,Individual Contributor,,,141,0,34,0,10/22/2018,12/31/2018,0,
16234,Technology,Male,Manager,,,106,0,50,0,8/9/2018,12/31/2018,0,
16237,Technology,Male,Senior Leader,,,692,0,46,0,11/3/2018,12/29/2018,1,12/29/2018 0:00
16260,Account/Client Management,Female,Individual Contributor,,,173,0,53,0,3/23/2018,8/17/2018,1,8/17/2018 0:00
16261,Technology,Male,Individual Contributor,,,75,0,25,0,10/28/2018,12/31/2018,0,
16270,Technology,Male,Individual Contributor,,,98,0,41,0,6/28/2018,12/31/2018,0,
16279,Account/Client Management,Male,Executive,,,2448,0,46,0,9/29/2018,12/31/2018,0,
16281,Technology,Male,Senior Leader,,,815,0,35,0,4/13/2018,6/17/2018,1,6/17/2018 0:00
16288,Technology,Female,Manager,,,287,0,55,0,2/11/2018,12/31/2018,0,
16291,Account/Client Management,Female,Senior Leader,,,850,0,59,0,1/21/2018,12/31/2018,0,
16294,Technology,Female,Senior Leader,,,1402,0,49,0,3/30/2018,12/31/2018,0,
16308,Technology,Male,Manager,,,197,0,64,0,3/6/2018,12/31/2018,0,
16310,Technology,Male,Individual Contributor,,,57,0,41,0,11/10/2018,12/6/2018,1,12/6/2018 0:00
16317,Account/Client Management,Female,Executive,,,3739,0,45,0,3/15/2018,12/31/2018,0,
16330,Account/Client Management,Male,Individual Contributor,,,105,0,29,0,3/11/2018,12/31/2018,0,
16335,Technology,Male,Senior Leader,,,1134,0,59,0,9/23/2018,12/31/2018,0,
16344,Account/Client Management,Male,Manager,,,173,0,54,0,5/6/2018,12/31/2018,0,
16354,Technology,Female,Individual Contributor,,,81,0,58,0,1/22/2018,12/31/2018,0,
16355,Account/Client Management,Male,Manager,,,214,0,32,0,2/13/2018,12/31/2018,0,
16357,Technology,Male,Manager,,,397,0,53,0,3/28/2018,12/31/2018,0,
16360,Technology,Female,Individual Contributor,,,134,0,55,0,10/21/2018,12/31/2018,0,
16364,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,,,709,0,40,0,11/11/2018,12/31/2018,0,
16365,Technology,Male,Individual Contributor,,,114,0,39,0,8/26/2018,12/31/2018,0,
16377,Account/Client Management,Female,Senior Leader,,,551,0,60,0,10/2/2018,12/31/2018,0,
16390,Technology,Female,Individual Contributor,,,141,0,57,0,5/27/2018,12/31/2018,0,
16401,Technology,Male,Individual Contributor,,,198,0,58,0,11/23/2018,12/31/2018,0,
16412,Technology,Male,Executive,,,10209,0,48,0,7/13/2018,12/31/2018,0,
16416,Account/Client Management,Female,Individual Contributor,,,199,0,55,0,3/1/2018,12/31/2018,0,
16425,Account/Client Management,Male,Manager,,,219,0,30,0,8/27/2018,12/31/2018,0,
16427,Technology,Male,Individual Contributor,,,181,0,24,0,6/28/2018,12/31/2018,0,
16428,Technology,Male,Individual Contributor,,,108,0,55,0,1/5/2018,12/31/2018,0,
16432,Technology,Female,Individual Contributor,,,170,0,52,0,9/20/2018,12/31/2018,0,
16436,Technology,Male,Manager,,,227,0,51,0,7/30/2018,12/31/2018,0,
16440,Account/Client Management,Female,Individual Contributor,,,104,0,50,0,9/12/2018,12/31/2018,0,
16450,Account/Client Management,Female,Individual Contributor,,,188,0,37,0,5/23/2018,12/31/2018,0,
16457,Account/Client Management,Female,Manager,,,325,0,64,0,3/21/2018,4/23/2018,1,4/23/2018 0:00
16459,Technology,Female,Individual Contributor,,,36,0,28,0,10/2/2018,12/31/2018,0,
16460,Technology,Male,Individual Contributor,,,152,0,38,0,9/13/2018,12/31/2018,0,
16466,Technology,Male,Individual Contributor,,,84,0,44,0,10/29/2018,12/31/2018,0,
16470,Technology,Female,Individual Contributor,,,91,0,45,0,5/5/2018,12/31/2018,0,
16472,Account/Client Management,Male,Individual Contributor,,,183,0,35,0,1/15/2018,12/31/2018,0,
16476,Account/Client Management,Female,Individual Contributor,,,156,0,34,0,1/28/2018,12/31/2018,0,
16482,Technology,Female,Manager,,,288,0,30,0,2/12/2018,12/31/2018,0,
16496,Technology,Male,Individual Contributor,,,165,0,35,0,6/26/2018,12/31/2018,0,
16506,Technology,Male,Individual Contributor,,,100,0,25,0,7/28/2018,8/14/2018,1,8/14/2018 0:00
16517,Account/Client Management,Female,Individual Contributor,,,127,0,55,0,6/24/2018,12/31/2018,0,
16519,Technology,Male,Executive,,,8013,0,57,0,11/17/2018,12/31/2018,0,
16526,Technology,Female,Manager,,,240,0,30,0,7/1/2018,12/31/2018,0,
16529,Account/Client Management,Male,Individual Contributor,,,179,0,30,0,2/20/2018,6/6/2018,1,6/6/2018 0:00
16537,Technology,Male,Manager,,,224,0,52,0,1/27/2018,12/31/2018,0,
16542,Technology,Female,Individual Contributor,,,77,0,49,0,4/9/2018,12/31/2018,0,
16543,Technology,Male,Individual Contributor,,,43,0,24,0,2/11/2018,12/31/2018,0,
16544,Technology,Female,Individual Contributor,,,71,0,24,0,7/30/2018,12/31/2018,0,
16545,Technology,Male,Individual Contributor,,,150,0,43,0,3/3/2018,12/31/2018,0,
16549,"Corporate Admin (HR, Finance, etc)",Male,Senior Leader,,,606,0,56,0,11/18/2018,11/24/2018,1,11/24/2018 0:00
16578,Technology,Male,Individual Contributor,,,87,0,50,0,5/24/2018,8/30/2018,1,8/30/2018 0:00
16585,Account/Client Management,Male,Manager,,,238,0,32,0,7/26/2018,12/31/2018,0,
16597,Account/Client Management,Female,Individual Contributor,,,37,0,55,0,8/11/2018,12/31/2018,0,
16604,Technology,Male,Senior Leader,,,1169,0,21,0,10/31/2018,12/31/2018,0,
16615,Technology,Male,Individual Contributor,,,185,0,33,0,2/27/2018,12/31/2018,0,
16617,Technology,Male,Individual Contributor,,,113,0,37,0,6/6/2018,12/31/2018,0,
16636,Technology,Male,Senior Leader,,,736,0,21,0,1/9/2018,12/31/2018,0,
16638,Account/Client Management,Male,Individual Contributor,,,195,0,25,0,3/7/2018,12/31/2018,0,
16639,Technology,Male,Manager,,,279,0,28,0,2/23/2018,12/31/2018,0,
16645,Technology,Female,Individual Contributor,,,67,0,46,0,2/4/2018,12/31/2018,0,
16647,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,,,136,0,39,0,10/13/2018,12/31/2018,0,
16650,Technology,Female,Individual Contributor,,,193,0,31,0,1/30/2018,12/31/2018,0,
16657,"Corporate Admin (HR, Finance, etc)",Male,Manager,,,250,0,55,0,1/26/2018,12/31/2018,0,
16658,Technology,Male,Individual Contributor,,,74,0,47,0,3/23/2018,12/31/2018,0,
16672,Technology,Male,Individual Contributor,,,169,0,32,0,3/24/2018,8/21/2018,1,8/21/2018 0:00
16684,Technology,Male,Individual Contributor,,,111,0,42,0,3/15/2018,12/31/2018,0,
16691,Technology,Female,Individual Contributor,,,101,0,41,0,3/16/2018,12/31/2018,0,
16704,Technology,Male,Individual Contributor,,,46,0,30,0,5/15/2018,8/12/2018,1,8/12/2018 0:00
16724,Account/Client Management,Male,Senior Leader,,,560,0,49,0,6/10/2018,12/31/2018,0,
16726,Account/Client Management,Female,Individual Contributor,,,154,0,58,0,8/17/2018,12/31/2018,0,
16732,Account/Client Management,Male,Individual Contributor,,,84,0,58,0,7/6/2018,12/31/2018,0,
16745,Technology,Male,Individual Contributor,,,179,0,59,0,8/3/2018,12/31/2018,0,
16746,Technology,Male,Manager,,,419,0,24,0,5/18/2018,12/31/2018,0,
16765,Technology,Male,Manager,,,217,0,64,0,9/18/2018,12/31/2018,0,
16774,Account/Client Management,Female,Manager,,,243,0,26,0,4/1/2018,12/31/2018,0,
16779,Account/Client Management,Female,Individual Contributor,,,91,0,25,0,8/10/2018,12/31/2018,0,
16790,Technology,Female,Individual Contributor,,,165,0,49,0,9/6/2018,12/31/2018,0,
16797,Technology,Male,Manager,,,384,0,32,0,7/28/2018,8/25/2018,1,8/25/2018 0:00
16803,Account/Client Management,Female,Individual Contributor,,,189,0,46,0,10/15/2018,12/31/2018,0,
16805,Technology,Male,Individual Contributor,,,116,0,51,0,10/12/2018,12/31/2018,0,
16822,Technology,Female,Individual Contributor,,,170,0,44,0,11/6/2018,12/31/2018,0,
16831,Technology,Female,Manager,,,242,0,34,0,3/23/2018,12/31/2018,0,
16832,Account/Client Management,Male,Individual Contributor,,,150,0,60,0,10/4/2018,12/19/2018,1,12/19/2018 0:00
16834,"Corporate Admin (HR, Finance, etc)",Male,Manager,,,181,0,52,0,1/20/2018,1/23/2018,1,1/23/2018 0:00
16837,Technology,Female,Individual Contributor,,,160,0,41,0,10/18/2018,12/31/2018,0,
16840,Technology,Male,Executive,,,10473,0,56,0,8/23/2018,12/31/2018,0,
16849,Account/Client Management,Male,Manager,,,399,0,42,0,11/7/2018,12/31/2018,0,
16860,Technology,Male,Individual Contributor,,,174,0,39,0,3/24/2018,12/31/2018,0,
16873,Account/Client Management,Male,Executive,,,11419,0,47,0,7/14/2018,12/31/2018,0,
16876,Technology,Female,Individual Contributor,,,90,0,62,0,1/3/2018,10/8/2018,1,10/8/2018 0:00
16877,Technology,Male,Senior Leader,,,981,0,60,0,7/12/2018,12/31/2018,0,
16883,Technology,Male,Executive,,,5758,0,62,0,10/28/2018,12/31/2018,0,
16886,Technology,Male,Manager,,,123,0,46,0,5/17/2018,12/31/2018,0,
16897,Technology,Male,Executive,,,11698,0,34,0,8/20/2018,12/31/2018,0,
16900,Technology,Female,Individual Contributor,,,132,0,32,0,7/1/2018,9/3/2018,1,9/3/2018 0:00
16904,Account/Client Management,Male,Individual Contributor,,,193,0,56,0,7/27/2018,12/31/2018,0,
16906,Account/Client Management,Male,Senior Leader,,,496,0,58,0,7/21/2018,12/31/2018,0,
16917,Account/Client Management,Male,Executive,,,11811,0,37,0,2/20/2018,12/31/2018,0,
16930,Account/Client Management,Female,Individual Contributor,,,69,0,57,0,5/25/2018,12/31/2018,0,
16942,Technology,Female,Manager,,,388,0,61,0,1/10/2018,12/31/2018,0,
16955,Technology,Male,Individual Contributor,,,173,0,60,0,5/15/2018,12/31/2018,0,
16965,Technology,Female,Executive,,,3723,0,35,0,10/29/2018,12/31/2018,0,
16980,Technology,Female,Manager,,,161,0,46,0,10/21/2018,11/2/2018,1,11/2/2018 0:00
16990,Technology,Male,Individual Contributor,,,47,0,24,0,8/28/2018,12/31/2018,0,
16999,Technology,Male,Individual Contributor,,,113,0,26,0,3/16/2018,12/31/2018,0,
17007,Technology,Female,Manager,,,413,0,62,0,11/30/2018,12/31/2018,0,
17008,Technology,Male,Manager,,,134,0,26,0,7/4/2018,12/31/2018,0,
17009,Account/Client Management,Male,Individual Contributor,,,181,0,40,0,5/3/2018,12/31/2018,0,
17013,Account/Client Management,Female,Individual Contributor,,,141,0,44,0,6/25/2018,12/31/2018,0,
17014,Account/Client Management,Male,Individual Contributor,,,138,0,53,0,5/30/2018,12/31/2018,0,
17024,Account/Client Management,Male,Manager,,,379,0,37,0,9/20/2018,12/31/2018,0,
17029,Technology,Female,Manager,,,284,0,62,0,8/29/2018,12/31/2018,0,
17033,Technology,Male,Manager,,,145,0,44,0,5/23/2018,12/31/2018,0,
17042,Technology,Male,Executive,,,5719,0,21,0,3/6/2018,12/31/2018,0,
17058,Technology,Male,Manager,,,441,0,43,0,11/25/2018,12/31/2018,0,
17073,Technology,Male,Individual Contributor,,,71,0,31,0,6/7/2018,12/31/2018,0,
17074,Technology,Male,Manager,,,299,0,30,0,1/20/2018,12/31/2018,0,
17085,Technology,Female,Executive,,,3111,0,50,0,6/17/2018,12/31/2018,0,
17090,Account/Client Management,Female,Executive,,,2962,0,36,0,4/2/2018,12/31/2018,0,
17097,Technology,Female,Individual Contributor,,,145,0,64,0,1/27/2018,12/31/2018,0,
17099,Technology,Female,Individual Contributor,,,124,0,60,0,3/24/2018,12/31/2018,0,
17107,Account/Client Management,Female,Individual Contributor,,,100,0,35,0,3/31/2018,12/31/2018,0,
17110,Account/Client Management,Female,Manager,,,335,0,24,0,4/21/2018,12/31/2018,0,
17117,Account/Client Management,Male,Individual Contributor,,,191,0,54,0,3/6/2018,12/31/2018,0,
17120,Account/Client Management,Male,Senior Leader,,,886,0,57,0,6/9/2018,10/6/2018,1,10/6/2018 0:00
17132,Technology,Male,Individual Contributor,,,98,0,28,0,7/16/2018,12/31/2018,0,
17134,Account/Client Management,Female,Manager,,,286,0,53,0,1/10/2018,12/31/2018,0,
17135,Account/Client Management,Male,Individual Contributor,,,132,0,35,0,9/18/2018,12/31/2018,0,
17136,Account/Client Management,Female,Individual Contributor,,,82,0,54,0,6/8/2018,12/31/2018,0,
17137,"Corporate Admin (HR, Finance, etc)",Female,Manager,,,162,0,56,0,1/8/2018,12/31/2018,0,
17138,Account/Client Management,Female,Executive,,,3523,0,23,0,8/2/2018,12/31/2018,0,
17143,Technology,Male,Manager,,,143,0,39,0,7/14/2018,10/27/2018,1,10/27/2018 0:00
17146,Account/Client Management,Female,Senior Leader,,,732,0,30,0,9/24/2018,12/31/2018,0,
17153,Technology,Female,Executive,,,6473,0,55,0,7/10/2018,12/31/2018,0,
17157,Account/Client Management,Female,Manager,,,294,0,44,0,11/5/2018,12/31/2018,0,
17167,Account/Client Management,Male,Manager,,,271,0,36,0,2/15/2018,12/31/2018,0,
17192,Technology,Male,Individual Contributor,,,98,0,32,0,10/31/2018,12/30/2018,1,12/30/2018 0:00
17210,Technology,Female,Individual Contributor,,,66,0,63,0,2/28/2018,11/30/2018,1,11/30/2018 0:00
17221,Account/Client Management,Male,Manager,,,116,0,49,0,4/24/2018,12/31/2018,0,
17223,Account/Client Management,Female,Manager,,,364,0,26,0,1/23/2018,12/31/2018,0,
17234,"Corporate Admin (HR, Finance, etc)",Male,Individual Contributor,,,136,0,32,0,5/26/2018,12/31/2018,0,
17242,Technology,Female,Individual Contributor,,,169,0,36,0,6/13/2018,12/31/2018,0,
17246,Technology,Male,Individual Contributor,,,105,0,30,0,6/30/2018,12/31/2018,0,
17249,Account/Client Management,Female,Manager,,,249,0,53,0,9/1/2018,12/31/2018,0,
17262,Technology,Male,Individual Contributor,,,164,0,46,0,7/10/2018,12/31/2018,0,
17269,Technology,Male,Individual Contributor,,,84,0,58,0,8/20/2018,12/31/2018,0,
17296,Technology,Male,Senior Leader,,,662,0,23,0,11/21/2018,12/31/2018,0,
17305,Technology,Male,Individual Contributor,,,142,0,35,0,10/11/2018,12/8/2018,1,12/8/2018 0:00
17306,Technology,Male,Individual Contributor,,,71,0,26,0,1/8/2018,12/31/2018,0,
17309,Technology,Female,Individual Contributor,,,98,0,38,0,8/10/2018,12/31/2018,0,
17323,Technology,Female,Manager,,,172,0,28,0,4/23/2018,12/31/2018,0,
17327,"Corporate Admin (HR, Finance, etc)",Female,Manager,,,345,0,38,0,6/23/2018,12/31/2018,0,
17331,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,,,161,0,55,0,11/18/2018,12/31/2018,0,
17340,Technology,Male,Individual Contributor,,,51,0,53,0,10/20/2018,12/31/2018,0,
17347,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,,,134,0,42,0,1/15/2018,12/31/2018,0,
17353,Technology,Male,Individual Contributor,,,150,0,28,0,11/13/2018,12/31/2018,0,
17363,Technology,Male,Individual Contributor,,,169,0,31,0,7/12/2018,12/31/2018,0,
17377,Account/Client Management,Female,Manager,,,143,0,39,0,5/13/2018,12/31/2018,0,
17378,Account/Client Management,Female,Manager,,,143,0,35,0,1/10/2018,12/31/2018,0,
17383,Technology,Female,Manager,,,347,0,34,0,9/12/2018,12/31/2018,0,
17386,Technology,Female,Individual Contributor,,,173,0,52,0,10/5/2018,12/31/2018,0,
17387,Account/Client Management,Female,Individual Contributor,,,109,0,36,0,8/14/2018,12/31/2018,0,
17403,Technology,Female,Executive,,,7185,0,45,0,4/28/2018,12/31/2018,0,
17405,Technology,Male,Manager,,,430,0,21,0,8/28/2018,12/31/2018,0,
17423,Technology,Male,Individual Contributor,,,163,0,30,0,11/14/2018,12/31/2018,0,
17432,Technology,Male,Individual Contributor,,,89,0,39,0,10/22/2018,11/13/2018,1,11/13/2018 0:00
17446,Technology,Female,Individual Contributor,,,142,0,42,0,2/17/2018,12/31/2018,0,
17447,Account/Client Management,Female,Individual Contributor,,,180,0,45,0,5/7/2018,12/31/2018,0,
17451,"Corporate Admin (HR, Finance, etc)",Female,Manager,,,322,0,54,0,1/3/2018,12/31/2018,0,
17460,Account/Client Management,Male,Individual Contributor,,,68,0,47,0,10/16/2018,12/31/2018,0,
17461,Account/Client Management,Female,Manager,,,427,0,52,0,7/25/2018,12/31/2018,0,
17466,Account/Client Management,Male,Individual Contributor,,,102,0,30,0,7/22/2018,12/31/2018,0,
17479,Technology,Male,Individual Contributor,,,160,0,43,0,8/2/2018,12/31/2018,0,
17487,"Corporate Admin (HR, Finance, etc)",Female,Individual Contributor,,,144,0,64,0,9/12/2018,12/31/2018,0,
17497,Technology,Female,Executive,,,4971,0,49,0,8/11/2018,12/18/2018,1,12/18/2018 0:00
17508,"Corporate Admin (HR, Finance, etc)",Female,Manager,,,369,0,48,0,7/2/2018,9/21/2018,1,9/21/2018 0:00
17518,Technology,Male,Individual Contributor,,,156,0,37,0,8/25/2018,12/31/2018,0,
17521,Technology,Male,Executive,,,8382,0,43,0,3/17/2018,7/21/2018,1,7/21/2018 0:00
17536,Technology,Male,Individual Contributor,,,53,0,59,0,1/17/2018,12/31/2018,0,
17543,"Corporate Admin (HR, Finance, etc)",Female,Senior Leader,,,828,0,33,0,5/6/2018,12/31/2018,0,
17557,Technology,Female,Manager,,,384,0,25,0,5/1/2018,12/31/2018,0,
17562,Technology,Male,Manager,,,235,0,22,0,11/8/2018,12/31/2018,0,
17563,Technology,Male,Individual Contributor,,,74,0,58,0,8/22/2018,9/21/2018,1,9/21/2018 0:00
17566,Technology,Female,Individual Contributor,,,110,0,37,0,2/3/2018,12/31/2018,0,
17567,Technology,Female,Individual Contributor,,,134,0,32,0,9/25/2018,11/10/2018,1,11/10/2018 0:00
17570,Technology,Male,Senior Leader,,,562,0,38,0,10/5/2018,12/31/2018,0,
17572,Technology,Male,Individual Contributor,,,130,0,54,0,1/22/2018,12/31/2018,0,
17576,Technology,Male,Individual Contributor,,,102,0,36,0,1/6/2018,12/31/2018,0,
17581,Account/Client Management,Male,Manager,,,300,0,33,0,7/11/2018,12/31/2018,0,
17583,Technology,Male,Individual Contributor,,,116,0,39,0,11/6/2018,12/31/2018,0,
17591,Technology,Female,Manager,,,343,0,41,0,2/13/2018,12/31/2018,0,
17596,Account/Client Management,Male,Individual Contributor,,,171,0,22,0,8/5/2018,12/22/2018,1,12/22/2018 0:00
17597,Account/Client Management,Male,Individual Contributor,,,145,0,51,0,8/5/2018,12/31/2018,0,
17599,Account/Client Management,Male,Individual Contributor,,,130,0,48,0,2/3/2018,12/31/2018,0,
17613,Technology,Female,Executive,,,9563,0,42,0,6/27/2018,12/31/2018,0,
